0.500000 	89.705399 	809.000000 	806.590027 	805.059021 
0.600000 	89.705399 	809.000000 	806.590027 	805.059021 
0.700000 	89.705399 	809.000000 	806.590027 	805.059021 
0.800000 	89.705399 	809.000000 	806.590027 	805.059021 
0.900000 	89.705399 	809.000000 	806.590027 	805.059021 
1.000000 	89.705399 	809.000000 	806.590027 	805.059021 
1.100000 	89.705399 	809.000000 	806.590027 	805.059021 
1.200000 	89.705399 	809.000000 	806.590027 	805.059021 
1.300000 	89.705399 	809.000000 	806.590027 	805.059021 
1.400000 	89.705399 	809.000000 	806.590027 	805.059021 
1.500000 	100.864998 	809.000000 	809.960022 	809.861023 
1.600000 	100.864998 	809.000000 	809.960022 	809.861023 
1.700000 	100.864998 	809.000000 	809.960022 	809.861023 
1.800000 	100.864998 	809.000000 	809.960022 	809.861023 
1.900000 	100.864998 	809.000000 	809.960022 	809.861023 
2.000000 	100.864998 	809.000000 	809.960022 	809.861023 
2.100000 	100.864998 	809.000000 	809.960022 	809.861023 
2.200000 	100.864998 	809.000000 	809.960022 	809.861023 
2.300000 	100.864998 	809.000000 	809.960022 	809.861023 
2.400000 	100.864998 	809.000000 	809.960022 	809.861023 
2.500000 	110.902000 	809.000000 	808.947998 	810.892029 
2.600000 	110.902000 	809.000000 	808.947998 	810.892029 
2.700000 	110.902000 	809.000000 	808.947998 	810.892029 
2.800000 	110.902000 	809.000000 	808.947998 	810.892029 
2.900000 	110.902000 	809.000000 	808.947998 	810.892029 
3.000000 	110.902000 	809.000000 	808.947998 	810.892029 
3.100000 	110.902000 	809.000000 	808.947998 	810.892029 
3.200000 	110.902000 	809.000000 	808.947998 	810.892029 
3.300000 	110.902000 	809.000000 	808.947998 	810.892029 
3.400000 	110.902000 	809.000000 	808.947998 	810.892029 
3.500000 	115.674004 	809.000000 	808.403992 	811.314026 
3.600000 	115.674004 	809.000000 	808.403992 	811.314026 
3.700000 	115.674004 	809.000000 	808.403992 	811.314026 
3.800000 	115.674004 	809.000000 	808.403992 	811.314026 
3.900000 	115.674004 	809.000000 	808.403992 	811.314026 
4.000000 	115.674004 	809.000000 	808.403992 	811.314026 
4.100000 	115.674004 	809.000000 	808.403992 	811.314026 
4.200000 	115.674004 	809.000000 	808.403992 	811.314026 
4.300000 	115.674004 	809.000000 	808.403992 	811.314026 
4.400000 	115.674004 	809.000000 	808.403992 	811.314026 
4.500000 	118.156998 	809.000000 	808.122009 	811.543030 
4.600000 	118.156998 	809.000000 	808.122009 	811.543030 
4.700000 	118.156998 	809.000000 	808.122009 	811.543030 
4.800000 	118.156998 	809.000000 	808.122009 	811.543030 
4.900000 	118.156998 	809.000000 	808.122009 	811.543030 
5.000000 	118.156998 	809.000000 	808.122009 	811.543030 
5.100000 	118.156998 	809.000000 	808.122009 	811.543030 
5.200000 	118.156998 	809.000000 	808.122009 	811.543030 
5.300000 	118.156998 	809.000000 	808.122009 	811.543030 
5.400000 	118.156998 	809.000000 	808.122009 	811.543030 
5.500000 	119.586998 	809.000000 	807.963989 	811.687988 
5.600000 	119.586998 	809.000000 	807.963989 	811.687988 
5.700000 	119.586998 	809.000000 	807.963989 	811.687988 
5.800000 	119.586998 	809.000000 	807.963989 	811.687988 
5.900000 	119.586998 	809.000000 	807.963989 	811.687988 
6.000000 	119.586998 	809.000000 	807.963989 	811.687988 
6.100000 	119.586998 	809.000000 	807.963989 	811.687988 
6.200000 	119.586998 	809.000000 	807.963989 	811.687988 
